timestamp,open,high,low,close,volume
2025-03-17 10:00:00,83620.0,83650.0,83213.9,83299.7,3823.622
2025-03-17 11:00:00,83299.6,83666.0,83172.1,83475.0,5043.795
2025-03-17 12:00:00,83475.0,84000.0,82947.4,83009.1,18473.543
2025-03-17 13:00:00,83009.1,83704.8,82757.1,82971.4,15895.129
2025-03-17 14:00:00,82971.4,83336.9,82384.0,82873.1,18783.771
2025-03-17 15:00:00,82873.1,83675.0,82663.8,83499.0,11107.91
2025-03-17 16:00:00,83499.1,83850.0,83054.9,83408.0,11768.853
2025-03-17 17:00:00,83408.1,84403.9,83319.8,84164.5,10686.429
2025-03-17 18:00:00,84164.4,84563.3,83951.2,84462.0,9528.744
2025-03-17 19:00:00,84462.0,84727.1,84254.6,84436.2,7246.72
2025-03-17 20:00:00,84436.2,84464.1,83806.5,83923.4,7171.506
2025-03-17 21:00:00,83923.5,84227.3,83837.8,84033.3,3236.509
2025-03-17 22:00:00,84033.2,84207.2,83951.7,84011.8,1766.602
2025-03-17 23:00:00,84011.9,84097.4,83700.0,83962.9,3368.857
2025-03-18 00:00:00,83963.0,83979.8,83662.2,83752.6,2692.687
2025-03-18 01:00:00,83752.5,83874.4,82958.3,83127.2,10114.277
2025-03-18 02:00:00,83127.2,83500.0,83036.4,83325.3,5652.954
2025-03-18 03:00:00,83325.3,83325.3,82913.6,83107.6,4553.628
2025-03-18 04:00:00,83107.6,83181.3,82783.1,82958.4,4427.125
2025-03-18 05:00:00,82958.4,83097.6,82860.2,82983.8,3238.061
2025-03-18 06:00:00,82983.8,82996.0,82207.7,82407.0,10437.289
2025-03-18 07:00:00,82407.1,83241.1,82316.4,83124.8,15620.489
2025-03-18 08:00:00,83124.7,83422.8,83000.0,83247.4,5805.715
2025-03-18 09:00:00,83247.5,83313.5,82730.0,82813.0,5457.913
2025-03-18 10:00:00,82813.0,82910.3,82559.6,82781.1,5825.43
2025-03-18 11:00:00,82781.1,82830.0,82457.6,82550.0,4167.213
2025-03-18 12:00:00,82550.1,82791.3,82284.8,82367.9,7322.806
2025-03-18 13:00:00,82368.0,82444.0,81140.5,81330.4,25314.588
2025-03-18 14:00:00,81330.3,81935.2,81113.5,81809.4,17692.034
2025-03-18 15:00:00,81809.5,82162.0,81500.0,81567.8,10705.462
2025-03-18 16:00:00,81567.5,82117.8,81500.0,81814.2,9928.933
2025-03-18 17:00:00,81814.3,81947.7,81286.8,81428.9,9173.843
2025-03-18 18:00:00,81428.9,81920.0,81203.1,81849.0,7211.112
2025-03-18 19:00:00,81848.9,82446.8,81714.4,82273.4,7602.349
2025-03-18 20:00:00,82273.5,82319.0,81823.5,82011.7,3944.186
2025-03-18 21:00:00,82011.8,82165.3,81888.0,82011.1,2437.267
2025-03-18 22:00:00,82011.0,82533.0,81949.6,82350.0,4449.673
2025-03-18 23:00:00,82350.1,82772.7,82350.1,82666.1,5122.715
2025-03-19 00:00:00,82666.2,83200.0,82555.3,83069.9,7679.455
2025-03-19 01:00:00,83069.9,83125.9,82545.3,82562.3,5511.654
2025-03-19 02:00:00,82562.4,82860.0,82501.8,82828.4,3501.605
2025-03-19 03:00:00,82828.4,83059.7,82708.0,83008.4,3480.524
2025-03-19 04:00:00,83008.4,83052.5,82752.1,82922.9,3195.773
2025-03-19 05:00:00,82922.9,83289.8,82870.7,83202.8,4646.332
2025-03-19 06:00:00,83202.9,83295.0,83079.0,83160.0,3694.141
2025-03-19 07:00:00,83160.0,83329.9,82986.3,83152.5,4726.552
2025-03-19 08:00:00,83152.5,83470.4,83137.8,83373.5,4711.338
2025-03-19 09:00:00,83373.6,83571.4,83321.7,83491.6,3929.883
2025-03-19 10:00:00,83491.5,83800.0,83400.7,83427.9,7158.943
2025-03-19 11:00:00,83428.0,84088.2,83339.0,83848.4,13459.197
2025-03-19 12:00:00,83848.5,83900.0,83455.6,83705.2,7294.189
2025-03-19 13:00:00,83705.2,84325.2,83588.0,84050.1,16312.245
2025-03-19 14:00:00,84050.0,84360.8,83830.0,84267.4,10355.001
2025-03-19 15:00:00,84267.4,84855.0,84059.2,84693.3,13794.541
2025-03-19 16:00:00,84693.3,84786.8,84388.0,84526.8,9771.494
2025-03-19 17:00:00,84526.9,84666.0,83725.6,84188.0,16685.395
2025-03-19 18:00:00,84188.0,85852.9,83500.0,85576.0,49055.881
2025-03-19 19:00:00,85576.1,85908.0,84877.6,85382.5,26932.426
2025-03-19 20:00:00,85382.6,85810.0,85163.9,85321.2,7791.325
2025-03-19 21:00:00,85321.3,85894.3,85294.8,85592.8,4796.999
2025-03-19 22:00:00,85592.8,86470.0,85592.7,86110.0,11043.022
2025-03-19 23:00:00,86110.0,86990.0,86110.0,86809.8,12433.826
2025-03-20 00:00:00,86809.8,87500.0,85900.0,85979.8,23897.045
2025-03-20 01:00:00,85979.9,86331.3,85690.0,85840.4,11607.942
