ma_ratio,volatility,rsi,macd,macd_signal,bb_width,dist_support,dist_resistance,trend,confidence,label
0.9955916615092204,0.0034313923687732607,18.16545837832237,-91.43744599833735,75.61184154601902,0.009281405244906013,7.786867985555677,0.16930328149949173,0,0.4577068,1
0.9932911687273874,0.002944947930182969,22.64168274088368,-261.6120761402708,-72.77285738247193,0.014104345531783904,7.769888073173667,0.18774822481646408,0,0.5518975,1
0.999093113391773,0.003654467118076033,60.41785591962549,19.915714156100876,-14.700410514087737,0.0069931317584629345,8.007039260925616,0.06986442460283766,0,0.40545294,1
1.0006798019304926,0.0035651204013159143,57.11761736496722,51.912645048229024,-1.3777994016232866,0.006744797097481655,7.84198184114004,0.1094341891648127,0,0.45267844,1
1.0032743526200618,0.004266167114958171,52.34296709023117,66.35467234005046,27.72787601074681,0.006375974809733257,7.66987951807229,0.29638554216867474,2,0.44581947,0
0.9989184373369481,0.005962947368167363,57.29549746546069,-29.663939168283832,-47.15013360991523,0.008816682718480469,8.010683311826666,0.07382288509437926,2,0.5233778,0
1.0045109321335992,0.004314501470620804,56.04794600256021,162.21657934114046,78.87639041210367,0.011064417945905331,7.989919400831082,0.05126745885095708,2,0.43498147,0
0.9982075642950655,0.004579517004683717,56.92285520166358,105.78655926288047,93.0990152049694,0.010832285210765107,7.836440168370415,0.11545399879735417,0,0.48526847,1
0.9992197800213117,0.002461019032814586,56.14742228229399,67.67005611908098,81.49794325816676,0.01078014039685773,7.718910795589339,0.24312383420374734,0,0.4399903,0
1.0000321545460686,0.002663858035917802,51.269947700147476,96.12414647624246,84.42318390178191,0.010752854396905289,8.115133653548705,0.18728522748800044,2,0.43714663,0
1.0004594748593783,0.0030409840055799736,51.935773086641134,94.21191475301748,86.38093007202903,0.01047469783539429,7.794856369378854,0.16062565799368325,2,0.42807707,1
0.9998666715967262,0.003090855681578147,51.335213136506894,64.85518970896374,70.48483167107968,0.005808470962073996,7.960414114481996,0.01921644928058418,2,0.4951378,1
0.9996829291995234,0.002754773540970146,46.968857003098066,65.13104033317359,69.41407340349846,0.005695498075709211,7.784093917413134,0.17231669691032925,2,0.43870145,1
1.0000973754019142,0.002113766557665543,59.77184260222757,73.42770041152835,70.21679880510445,0.005682097657526971,7.906659264012761,0.03917638264991675,2,0.48818177,1
1.000469403179307,0.002153279736139089,57.41244267683959,78.6444265794562,71.9023243599748,0.005284218307237706,7.900461254834286,0.04590915755493727,2,0.5218256,1
1.001101319996247,0.0021711550896647814,54.445216183365304,93.56184511720494,76.23422851142084,0.005337848486156995,8.062883001338857,0.13052637640544146,2,0.5634392,1
1.0015438023240262,0.0015553696273029327,61.51802320432213,114.95226037128305,83.97783488339329,0.005126943574791194,8.211542008724422,0.2920117187967906,2,0.38050953,1
1.001813964181482,0.0016127798905560963,60.868422205670036,116.70429131486162,90.52312616968696,0.005251303289053006,8.02238649225079,0.08653581874767405,2,0.44566032,1
1.0007767172776751,0.0020677688645819943,51.50661174940388,85.25419138344296,90.7882633642886,0.004661297427688666,7.796076695029461,0.1593000423516659,2,0.52605635,1
1.0003349906703476,0.002573501575563172,50.07365085033261,96.98158321176015,92.02692733378292,0.004665658857781833,8.118769145919634,0.19123439101737896,2,0.5555163,1
1.000003722649186,0.0024531523062632063,58.2867783985104,107.96023009199416,95.21358788542518,0.004946144267972234,8.158740583256836,0.2346545736069966,2,0.5283626,1
0.9975915377809663,0.0024488563388162204,24.367254320125667,-344.0932376624696,-288.9615089924738,0.011342083259904337,0.26821932818932537,8.336662758117173,2,0.4395105,1
0.9972842928194002,0.0024413774151124546,26.88855502908423,-370.41429606034944,-305.2520664060489,0.011724014996267055,0.18027311898546117,8.432196987459042,2,0.507425,1
0.9968268603217687,0.0019232867568780483,29.872464264315596,-392.9095492659835,-322.7835629780359,0.012215755137388767,0.08083863565244602,8.540210701992281,2,0.58858955,1
0.9966345597118947,0.0021448862158103253,36.36822773186436,-398.54988098815375,-337.9368265800595,0.01250985919259424,0.203281412577931,8.407203532747051,2,0.67357534,1
0.9974499677756025,0.0016456254474789102,36.1709612171312,-379.8223398502887,-353.82511956887095,0.011277595758114135,0.26043124081625973,8.345122803546854,2,0.5281672,1
0.999527657607595,0.000830452242157602,49.224104487262366,-220.24669296467619,-257.29709524285244,0.005888613774818986,0.23705967889544746,8.370510869466157,0,0.45357326,1
0.9986184814462319,0.0009098432936444084,50.82448761599613,-222.11979274819896,-250.26163474392175,0.005668187182753655,0.21237781114131368,8.397322294722057,0,0.5205695,1
0.9988057122627876,0.0025984791968276717,45.10446075663475,-189.33681594746304,-222.89836177268978,0.004552144264922751,0.19860261894994563,8.412286013817532,0,0.7414473,1
0.9993668706865548,0.002492594209967326,50.02656905000868,-185.6555991612404,-215.44980925039988,0.00436802883725475,0.2615995314635257,8.343853712500813,0,0.71021706,1
1.005481034336619,0.0031050402391782426,78.4589670733741,151.16290769957413,-53.05161665112449,0.015384095618335779,0.04595372251262042,8.677942735395328,0,0.5791883,1
1.0038525879969407,0.002016063121875986,73.41308330639043,181.72111601823417,-6.097070117252749,0.015809286728929096,0.1711041774777678,8.813891201794428,0,0.41507813,1
0.9993986420492262,0.0029915432411432314,55.70723608356772,134.94995968823787,116.44546672567621,0.008417340584045837,0.19703647724404813,8.84206094663802,2,0.45865488,1
1.0025698737273052,0.0011121148541162493,56.654781784537455,180.51440241697128,135.82458218785837,0.007821456385056238,0.06520264983568932,8.557195764435868,2,0.46760815,1
