ma_ratio,volatility,rsi,macd,macd_signal,bb_width,ema_ratio_9_21,adx,atr,stoch_k,dist_support,dist_resistance,trend,confidence,label
1.0005203702326437,0.0008628259093384739,47.71350400625361,7.707496195958811,-7.58227742005819,0.002521965731942058,1.0002458173720392,22.862086559217257,141.31684606393108,62.45293168370209,0.1665753087325917,11.723847262162538,2,0.8021679520606995,1
1.0004231584909697,0.0009512382878969315,51.371115173674546,14.30386191996513,-3.2050477935693236,0.0025361123060824264,1.0003288975275668,22.371655659254117,139.3513570593648,82.27541689080252,0.07925242488762715,11.626449018216228,2,0.7684857845306396,1
1.000154212516683,0.0004959511915405063,47.17210432831637,22.971299769327743,5.886283902653315,0.002097045008860801,1.0004136802534669,21.739599538310735,130.88407828077905,78.01990852838371,0.09807853618079834,11.647447296096608,2,0.5196268558502197,1
1.0001282824144455,0.0006071230223347984,49.25810230378773,19.968378446326824,8.702703390691905,0.0020198288941197734,1.0003385489397552,20.805722185697768,128.60664411786627,63.223029324724735,0.1632549654252196,11.72014381590427,2,0.7763419151306152,1
1.0002488614558809,0.0006918779386990327,60.484553533643556,22.718033327328158,11.505769839265017,0.00170555722457493,1.000364298655579,19.761330033758885,127.61331239516133,81.27522195318635,0.0837511030777382,11.631466756253538,2,0.49865809082984924,1
1.0001068577720686,0.0006387585547360348,52.090534061768324,20.147603733144933,13.234136845563864,0.0016964020311459238,1.0003039046405702,18.865347252772512,123.49807579550695,66.15550174872104,0.1503314393939394,11.705729166666666,2,0.802402138710022,1
1.000059882450513,0.0006588573191919387,63.03852002027393,20.312380513278185,14.649785728191954,0.0016965604529353719,1.0002935432493234,18.13489802948015,120.39821323868544,74.30723701910122,0.11442392229112557,11.665678621422474,2,0.7112376689910889,1
0.9999064220267716,0.0012173162405026965,64.81554314481258,136.31611497532867,122.14254431064731,0.00602478641197028,1.0015741817201762,30.934813716594544,173.23487556300765,52.2880720180049,0.28145176308079234,11.224126592005728,2,0.8733012080192566,1
0.9992321305575786,0.0012282474172218751,54.98728659644041,110.33731081879523,119.78149759518998,0.005821762354690977,1.0011288626390227,29.290721800887667,178.1895273085075,25.889751137276093,0.07853696847301694,11.450453801956929,2,0.8649986386299133,1
0.9989252326877117,0.0013843708599921116,60.005678994817835,95.7686312548758,114.97892429932213,0.005615605478796857,1.0008980887319376,27.764065022017,175.61884678647104,37.71742039068723,0.1827472012779258,11.334219737877522,2,0.8907465934753418,1
0.9986972354141415,0.0012718377311242504,60.07935945582095,85.88425542380719,109.15999049726769,0.0054858201883986185,1.0007562287806038,26.59669856439073,169.3032148731515,39.68209704406121,0.2214758452169271,11.291022562704313,2,0.8650389313697815,1
1.000689758180782,0.0023045581503496997,75.12551134250637,273.5398623435176,259.62346166766804,0.007230208848171691,1.002551903708276,45.05933350546299,323.69903482097874,87.07313144329903,10.090592704763422,0.28320182779416064,2,0.6295153498649597,0
1.0011821263183664,0.0022709851583456067,76.72061254676755,315.0767442012584,270.7141181743861,0.0077828451597859605,1.003146026753806,46.612508425359465,338.82767519090885,95.64310544611864,10.320360893584732,0.026922864932008295,0,0.7891145944595337,1
1.002850250735742,0.0024282506611031894,72.71277765559698,343.646029786556,294.94281036331535,0.008229338868022705,1.003459754125402,49.44518912654976,330.8876383023654,81.65748581764323,10.212151344743011,0.1476176882284772,0,0.9007041454315186,1
1.003498406513431,0.0025264584356765305,74.54063803404364,349.55079186959483,305.8644066645713,0.0084648607738158,1.0034896071056167,50.84978296166785,324.99566413791035,81.55060429170487,10.210912610396425,0.14899934839315682,0,0.9227012395858765,1
1.00312751346555,0.0015336288520818209,78.31782144088268,353.44026880786987,315.37957909323103,0.0085718939838234,1.0034947380197026,52.15404866570608,312.49597384234534,84.72857261617774,10.249678315209726,0.10576083624254883,0,0.9076006412506104,1
1.002057161189892,0.0011579900597540875,68.79602671690377,338.962334571057,320.0961301887962,0.008092437926488115,1.0032382694577788,52.64419128604776,302.2748328536059,67.27559347181045,10.088299587354323,0.2857595262916768,0,0.717029333114624,1
1.000795381474237,0.0025159866275655278,76.10028465075575,187.53698199885548,148.88177766619944,0.0055834707945835215,1.0019992977505228,18.472173371966473,273.5070392391597,76.93610842207221,10.110747995189309,0.2607210093961495,0,0.7194638252258301,1
1.0012327805988501,0.001817461637622689,73.29501320490877,149.39103072564467,100.43541086724808,0.004137365522713864,1.0017360139599747,32.016120134415324,223.4075163921957,93.09801863272466,10.186893466690156,0.17578983348796948,2,0.6455270051956177,1
1.0037896899597771,0.002837471363222468,70.6506327784489,261.0808712851431,169.47413301137547,0.007714082986324819,1.0030779962692533,39.42631886281651,284.97402095978697,62.00783480512616,10.400327022338764,0.06226979766552108,2,0.8618975281715393,1
1.0035426587554221,0.0038143787104563355,65.1429698284361,280.8632263231557,211.09346197849362,0.008818827909779997,1.0031320969317514,41.624035172916756,317.07657929695836,56.78082191780822,10.344498723097626,0.0,2,0.77020663022995,1
1.0021638354356865,0.003144159638805849,61.83693325549717,262.50119475372776,221.3750085335405,0.00875087524831134,1.0027755830989877,41.94773245865405,319.65682363289073,50.15068493150665,10.252439213256928,0.1026813843317573,2,0.6566066145896912,1
1.0002877102576497,0.0028424140726034846,57.439257439257425,236.2927518460201,224.3585571960364,0.008707358073658928,1.002337729959034,41.97003213468377,320.6241933733983,42.56849315068493,10.146928415541383,0.22036607318277637,2,0.780942440032959,1
